Title,Ingredients,Steps,URL
Tempe tepung sederhana,1/2 papan tempe potong2 tipis--100 gram tepung terigu--1 bungkus royco--1/2 bungkus lada bubuk--Secukupnya air--Secukupnya minyak untuk menggoreng--,"Potong2 tipis tempe--Campurkan terigu, lada bubuk dan royco dalam wadah lalu tambahkan air hingga mengental (jgn terlalu kental/encer)--Panaskan minyak dalam wajan--Celupkan tempe kedalam adonan terigu lalu goreng hingga matang kecoklatan dgn api kecil cenderung sedang--Taraaa sudah jadi siap disantap bersama nasi hangat :)--",/id/resep/3981095-tempe-tepung-sederhana
Sate Padang + lontong #KitaBerbagi,500 gr daging--2 sendok sayur kecil minyak untuk menumis--Bumbu merebus daging:--3 lembar daun salam--3 cm lengkuas geprek--3 liter air--Pelengkap tumisan:--7 lembar daun jeruk--1 tangkai serai geprek--2 lembar daun salam--1 lembar daun kunyit--Bumbu halus:--75 gr bawang merah--50 gr bawang putih--100 gr cabe--80 gr jahe--80 gr lengkuas--80 gr kunyit--2 sdm bumbu pemasak kambing--1 sdm ketumbar bubuk--Secukupnya garam--Bumbu kasar di ayak:--1/4 sdt adas--1 butir pala--1 sdt jintan--1 sdt merica--2 bunga lawang--7 butir kapulaga--7 butir cengkeh--Bahan tambahan:--200 gr tepung beras--Lontong:--3 kaleng susu beras pulen--2550 ml air--1 sdt garam--Secukupnya daun pisang--Pelengkap:--Kerupuk jange(kerupuk kulit)/keripik singkong balado dll--,"Rebus daging,daun salam & lengkuas hingga daging setengah empuk dan darah habis.Potong-potong dadu.sisihkan.Sisa air rebusan untuk membuat kuah--Giling bumbu kering hingga halus kemudian ayak--Blender bumbu halus & bumbu kasar yang sudah di ayak dengan 2 sendok sayur kecil air rebusan daging agar blenderan jalannya lancar--Tumis bumbu yang sudah di blender tadi dengan minyak 2 sendok sayur masukan serai,daun jeruk & daun salam tumis hingga bumbu matang.Bagi bumbu jadi 2--Tumis setengah bumbu tadi dengan daging yang sudah di potong-potong dadu beri air secukupnya rebus hingga daging empuk & bumbu meresap di tutup agar cepat matang--Angkat daging setelah dingin tusuk dengan tusuk sate sebelum di bakar lumuri daging dengan sisa bumbu rebusan tadi bakar sebentar aja--Kuah:rebus air sisa rebusan daging dengan setengah sisa bumbu hingga mendidih.Masukan tepung beras yang sudah di larutkan dengan sedikit air.Tuang pelan-pelan sambil terus di aduk agar tidak menggumpal.Masak hingga kuah mengental & meletup-letup--Lontong: jemur daun hingga layu/dengan panas api kompor bila tidak ada matahari agar daun tidak sobek saat di lipat--Cuci beras hingga bersih masukan air & garam masak dengan api kecil--Tutup panci jangan di buka sampai mendidih.Kalau sudah mendidih tutup panci renggangkan sedikit sampai air mengering tidak boleh di aduk--Angkat lalu tumbuk-tumbuk dengan sendok kayu sampai halus--Lalu bungkus dengan daun kukus selama 1 jam--NB:bila tidak ada daun simpan adonan bubur lontong di loyang/wadah apa aja kemudian tekan-tekan agar padat setelah dingin akan menyerupai lontong tutup atasnya agar tidak kering--Sate siap di nikmati dengan lontong & keripik singkong balado😉--",/id/resep/3295842-sate-padang-lontong-kitaberbagi
Beef teriyaki,"150 gr daging sapi tanpa lemak, iris tipis2 saat setengah beku--1 bombay sedang, iris 1 cm--Bumbu :--3 siung bawang putih, cincang halus--2 cm jahe, cincang halus--Kecap Asin, kecap manis--Saos tiram--1 sachet Saori saos teriyaki--Garam + Gula--","Tumis bawang putih & jahe--Masukkan bombay & daging bersamaan, aduk sebentar & cepat--Beri kecap asin, kecap manis, saos teriyaki, aduk rata, masukkan gula garam merica--Beri air setengah gelas, -+ 150-200ml, aduk hingga mendidih dan berkurang, finish 😋--Tips daging empuk : iris tipis, taburkan scara acak merata sedikit baking soda biarkan sebentar sblm dtumis. Dan tumis scara cepat.--Udah kaya ala2 ricebowl yg d mall mall ini mah 😝--",/id/resep/4198424-beef-teriyaki
Sapo tahu ayam jamur kuah🍲,"250 g sawi putih--90 gr baby pakcoy--Secukup nya jamur kuping--Secukup nya jamur merAng--1 buah wortel ukuran sedang--5 buah bakso ikan--1 tahu udang--1 ayam paha gede / bs jg dada ayam--1 jempol jahe geprek--5 siung bawang putih cincang--3/4 Bawang bombay iris--Saori saos tiram,royco,gula,(optional)--1 sdm minyak wijen--1 sdt muncung maezena larutkan dngn 50ml air--","Bersihkan ayam potong2 sesuai selera,rebus dahulu biarkan empuk angkat dan sisihkan dahulu--Bersihkan smua sayur iris sesuai selera,sisikan,bakso saya belah 1 jd 4 potong,potong2 tahu lalu goreng hingga berkulit,sisihkan--Panas kan wajan dngn secukup nya minyak,tumis bawang putih yg sudah di cincang (sy mnggunakan penghancur bawang putih) aduk2 sbntr masukan irisan bawang bombay aduk2 hingga harum,masukan wortel aduk lg masukan bakso aduk sbntar masukan jamur2 an aduk2,masukan ayam yg sudah di rebus bersama kuah nya,biarkan sbntar lalu aduk lg baru masukan sawi putih dan pakcoy,mulai agak layu masukan bumbu masukan minyak wijen terakhir masukan tahu yg sudah di goreng--Diam kan hingga mndidih (di kira kuah kurang bs di tambahkan lg), masukan larutan maezena tunggu hingga mendidih tes rasa di kira pas angkat dan tata di piring siap di sajikan ☺️--",/id/resep/4254482-sapo-tahu-ayam-jamur-kuah%F0%9F%8D%B2
Balado telur,Bumbu yang dihaluskan :--5 bawang merah--3 bawang putih--10 cabe merah keriting--2 cabe merah besar--6 cabe rawit merah--1 buah tomat--Bahan pelengkap :--6 butir telur ayam rebus lalu goreng--Daun salam--1/2 sdt Gula--1/2 sdt Garam/penyedap--,"Panaskan minyak sayur tumis bumbu halus dan daun salam hingga harum dan matang--Masukkan telur aduk rata hingga tercampur bumbu, tambahkan gula,garam dan penyedap aduk lagi rata--Cek rasa dan sajikan--",/id/resep/4005685-balado-telur
Telur & Buncis Bumbu Kuning,"1/2 kg telur--5 batang buncis, iris serong tipis--5 siung bawang merah--3 siung bawang putih--4 butir kemiri--2 ruas kunyit--2 ruas lengkuas--2 lembar daun salam--2 lembar daun jeruk--Secukupnya garam, gula dan kaldu jamur--secukupnya minyak dan air--","Cuci bersih telur, rebus, kupas dan goreng hingga permukaannya berkulit. Sisihkan--Haluskan bumbu, kecuali lengkuas, daun salam dan daun jeruk. Tumis bumbu hingga harum, masukkan lengkuas, daun salam dan daun jeruk, tambahkan air. Masak hingga bumbu matang. Beri garam, gula dan kaldu jamur. Aduk rata dan masak hingga air menyusut.--Masukkan buncis, masak hingga agak layu, kemudian masukkan telur. Aduk rata sebentar, angkat dan sajikan.--",/id/resep/4270864-telur-buncis-bumbu-kuning
Tongseng ayam,"1/2 ekor Ayam potong kecil(Filet juga boleh)--1/4 kol ukuran sedang(potong kasar)--1 Santan instant(kara)--1 buah tomat hijau ukuran sedang potong--1 batang serai--2 lbr daun jeruk--2 lbr daun salam--Seruas lengkuas--Secukupnya Kecap,air,minyak,Garam gula penyedap--Bumbu haluskan :--Sejumput lada--1/2 sdt ketumbar--2 buah kemiri--4 siung bawang putih--5 siung bawang merah--2 buah cabe merah--Sedikit kunyit--","Haluskan bumbu halus...memarkan serai dan lengkuas sobek daun salam dan daun jeruk--Tumis bumbu sampai harum agak kering masukkan serai lengkuas daun jeruk daun salam--Tambahkan air dan santan kurleb 3/4 gayung--Tambahkan garam,gula,penyedap kecap tunggu mendidih tes rasa--Masukkan ayam(saya rebua dulu buang air)tunggu sampai agak susut dan meresap--Tambahkan tomat dan daun kol tunggu mendidih angkat dan sajikan...😊😊selamat mencoba...--",/id/resep/4227910-tongseng-ayam
Tumis wortel buncis udang,"Wortel--Buncis--Udang--2 siung bawang putih--3 siung bawang merah--2 lembar daun salam--1 ruas lengkuas (geprek)--Garam, gula, kecap manis, dan saori (secukupnya)--Air (secukupnya--1/2 buah tomat--","Potong2 wortel dan buncis sesuai selera lalu cuci bersih--Kupas udang dan cuci bersih--Iris bawang putih, bawang merah dan tomat lalu tumis bersamaan dengan daun salam dan lengkuas lalu masukan udang (masak dengan api kecil biar ga gosong 😁) lalu masukan garam, gula, kecap manis dan saori, tumis hingga wangi--Masukan buncis dan wortel aduk2 lalu tambahkan air (tunggu sampai mendidih dan sayuran masak)--Koreksi rasa lalu siap hidangkan--",/id/resep/3893350-tumis-wortel-buncis-udang
Tongseng tulang iga sapi,"250 gr tulang iga sapi rebus sampai dagingnya empuk--Air rebusan daging--Bahan yg diulek:--3 siung bawang putih--5 siunh bawang merah--2 bh cabe rawit--Seruas jahe memarkan--Duaruas jari lengkuas memarkan--1 bh serei memarkan--5 lbr daun jeruk--2 lbr daun salam--Secukupnya kol iris sesuai selera--1 bh wortel iris korek api--Secukupnya cabe rawit--secukupnya Gula, garam--1 sch masako sapi--2 sdm santan kara--","Panaskan minyak, tumis bahan yg diulek sampai harum--Masukan jahe, lengkuas, serei tumis sampai harum, masukan jg daun jeruk dan salam--Tuang air rebusan daging dan tulang iga--Masak hingga meresap, masukan gula,garam, masako, santan koreksi rasa.--Setelah dirasa matang masukan wortel--Lalu masukan kol dan tambahan cabe rawit, boleh diiris boleh juga satuan.----",/id/resep/3979264-tongseng-tulang-iga-sapi
Oseng Buncis Sosis Bakso Telur,"200 gr buncis, buang ujungnya potong 2 cm--3 buah sosis iris--6 buah bakso iris--1 butir telur--Garam, gula pasir, merica, kaldu bubuk--Kecap manis--Saus pedas--🌀 Bumbu Serba Iris 🌀--2 siung bawang aja putih--1 siung bawang bombay--7 buah cabe keriting merah--","Panaskan minyak, tumis bawang putih, bawang Bombay, cabe, masukkan berurutan, masak sampai harum--Lalu masukkan telur, orak arik sampai telur matang, masukkan bakso, sosis, aduk, masukkan buncis & beri sedikit air, beri garam, gula pasir, merica, kaldu bubuk, aduk, tambahkan saus & kecap, koreksi rasa, masak sebentar, sajikan...--",/id/resep/4032679-oseng-buncis-sosis-bakso-telur
Ayam bekakak,"1 ekor ayam--4 lmbar  daun salam,2 batang sereh,lengkuas geprek,3 daun jeruk--5 siung Bawang merah besar--4 siung Bawang putih besar--3 butir Kemiri--1 sendok teh ketumbar--1/2 sdt jinten--1 ruas kunyit--1 ruas jahe--secukupnya Gula merah--secukupnya Air  untuk ungkep--Secukupnya Garam--secukupnya Kecap manis--","Cuci bersih ayam rendam dengan air garam dan ulekan bawang putih dan kunyit slma 45 mnit--Ulek smua bumbu sampe halus lalu tumis sbntar...--Masukkan ayam beri air smp ayam sdikit terendam ungkwp ayam..masukn garam gula merah dan kecap..--Tunggu sampe air asat dan bumbu meresap dengn mnggunakan api sedang--Ayam siao dipanggang mnggunakan panggangn bs dikompor pke alat panggangn yg muter..ato di atas bara lebih sedap--Sewaktu dipanggang oleskan kecap manis yg sudah dicampur dengn sdikit bumbu ungkep td...--Setelah matang kcoklatan angkat, lengkapi dengn sambelTerasi dan lalapan (timun,kol,kemangi)--",/id/resep/4455084-ayam-bekakak
Fried chicken crispy,1 kg ayam--Bumbu ayam :--3 butir kemiri--3 siung bawang putih--1/2 sdt ketumbar--1 sdt merica--secukupnya Garam--Bumbu tepung :--2 butir telur--1 sdt lada bubuk--1 sdm penyedap (aku pakai Royco ayam)--125 gram tepung bumbu (aku pakai Sasa)--25 gram tepung maizena--,"Haluskan semua bumbu ayam lalu balurkan ke ayam (diungkep), diamkan selama 1 jam (supaya bumbu meresap)--Kocok telur, masukkan penyedap dan lada bubuk--Siapkan tepung bumbu di dalam wadah--Masukkan ayam yg sudah diungkep ke dalam telur, lalu ke dalam tepung bumbu--Goreng ayam dengan minyak panas (seluruh bagian ayam harus tercelup ke dalam minyak)--Fried chicken atau ayam goreng krispi, gurih dan lezat siap dihidangkan 😍😘--",/id/resep/4333683-fried-chicken-crispy
Kari Ayam,"6 potong ayam negri--Bumbu halus :--6 bh cabe merah keriting--1 sdt cabe kering halus--3 siung bawang merah uk sedang--2 siung bawang putih uk sedang--1/2 sdt ketumbar--1/4 sdt adas--1/4 sdt jinten--1/4 sdt merica--1/2 ruas kunyit--1 cm jahe--2 btr kemiri sangrai--1/4 sdt bubuk pala--1/2 sdt bubuk kari merk koepo--Bahan tambahan :--2 lbr daun salam sobek--3 lbr daun jeruk sobek--1 btg serai geprek--Minyak secukupnya untuk menumis--secukupnya Garam, gula--Penyedap bubuk (optional ya)--150 ml santan cair--1/2 sachet santan kara @65ml--Boleh di tambahkan kentang atau tahu ya (sesuai selera aja)--","Tumis bumbu halus + daun salam + daun jeruk + serai hingga harum dan matang ya--Tambahkan ayam aduk aduk sampai berubah warna--Masukkan santan cair + tahu/kentang aduk terus biar ga pecah kira2 10 menit dengan apa sedang cenderung kecil--Tambahkan sanntan kental + garam + gula + penyedap(optional), tes rasa--Angkat, sajikan😋--",/id/resep/4360251-kari-ayam
Udang Goreng Bawang,250 gr Udang tanpa kepala--2 sdm Air Jeruk Nipis--Haluskan :--3 siung Bawang Putih--1 sdt Garam--secukupnya Minyak goreng--,"Cuci Udang lalu beri air Jeruk Nipis hingga rata diamkan 15 menit, cuci ulang hingga bersih.--Campur bumbu halus dengan udang tunggu 5 menit.--Panaskan minyak goreng secukupnya goreng hingga matang. Angkat, tiriskan.--",/id/resep/3955073-udang-goreng-bawang
Sambel udang,"300 gr udang kupas--10 bh anak jagung pot serong--1 ons petai--1 ons cabe merah+bawang merah(ulek)--1 bh tomat iris--1 btg daun bawang iris--Garam,gula,penyedap jamur--",Tumis cabe hingga harum+jagung+udang masak hingga setengah masak--Masukkan petai dan sisa bahan aduk2 cicip rasa asin gurih angkat dan hidangkan dengan nasi hangat--,/id/resep/3829697-sambel-udang
Telur dadar kentang,2 butir telur--1 buah kentang ukuran sedang--3 siung bawang merah (iris tipis2)--1 helai daun bawang (potongpotong)--Secukupnya merica--Secukupnya garam--,Potong kentang tipis tipis kemudian goreng setengah matang--Kocok telur+bawang merah+daun bawang+merica+garam--Kemudian tambahkan kentang yang sudah digoreng tadi dan diamkan 15 menit--Goreng di minyak panas--Siap dihidangkan--,/id/resep/4351979-telur-dadar-kentang
"Ikan patin palembang, seger","1 ekor ikan patin, potong,5 bagian, kepala sisihkan--1 buah jeruk nipis--1/2 nanas, potong2--10 buah cabe rawit--1 buah serai, geprek--1 ruas lengkuas,geprek--2 lb daun salam--2 lb daun jeruk--1 buah tomat, iris--6 buah bawang merah, iris--4 buah bawang putih--1 ruas kunyit, iris--1 ruas jahe, geprek--1 btg.daun bawang--secukupnya air--garam, gula, penyedap--","Lumuri ikan dengan air jeruk nipis, diamkan sebentar--Sangrai tanpa minyak, bawang putih, bawang merah sampai harum--Masukan bumbu lainnya, aduk sebentar, tuangkan air biarkan mendidih, masukan ikan patin--Setelah cukup matang, masukan nanas, tomat, daun bawang, koreksi rasa--Siap disajikan hangat--",/id/resep/4030756-ikan-patin-palembang-seger
Kambing Guling Idul Adha ala Chefput,15 kg kambing--bumbu halus :--250 gr bawang putih--200 gr bawang merah--50 gr ketumbar--50 gr kemiri--secukupnya jahe--seasoning :--garam--lada--chicken powder / royco--secukupnya madu--bahan acar :--3 buah wortel--2 buah timun--secukupnya cabe hijau--garam dan gula--1 botol cuka--,"Bersihkan isi perut kambing boleh potong kepala hingga leher. lalu setelah bersih dan dikuliti. potong dengkul kambing. lumuri seluruh bagian kambing dengan bumbu halus dan bisa di tambah perasan jeruk.--Seasoning dengan garam lada chicken powder dan madu (untuk membuat warna kulit kambing kecoklatan)--Diamkan kambing yang telah dibumbui minimal 2-3 jam. bila perlu semalam untuk hasil daging yang lebih terasa bumbunyaa--Disini saya memakai media oven, oven selama kurang lebih 30menit dengan suhu 160c. lalu di oven dengan mode steam roast (agar tidak terlalu kering) dengan suhu 150c selama 1jam.--Tambahan untuk kambing guling : -Acar -Lontong -Kecap pedas -sambel kacang--",/id/resep/956603-kambing-guling-idul-adha-ala-chefput
Tahu telor bumbu bali simple,"1 butir telor--4 buah tahu putih (potong jadi 2)--2 lembar daun salam--4 lembar daun jeruk--2-3 cm lengkuas--3 sdm kecap manis--Secukupnya air--🔪Bumbu halus--5 siung bawang merah--3 siung bawang putih--4 buah cabe kriting--10 buah cabe rawit (bisa sesuai selera)--1 buah tomat--2 buah kemiri--Secukupnya terasi--Secukupnya garam, gula--","Rebus telor lalu goreng hingga berkulit. Bagitu juga dengan tahu,di goreng hingga berkulit. Sisihkan--Tumis bumbu halus, daun salam,daun jeruk, dan lengkuas hingga wangi.--Masukkan tahu dan telor.aduk hingga tercampur rata.--Tambahkan air secukupnya. Dan tambahkan garam dan gula.test rasa--Tunggu hingga air sat dan meletup-letup. Angkat dan sajikan dengan nasi hangat 👌😌--",/id/resep/4067674-tahu-telor-bumbu-bali-simple
Cilung papeda telor,100 gr tapioka--1 sendok munjung terigu--1/2 bks royco--300 ml air--1 butir telur kocok lepas--Isian: boncabe/serundeng kering/abon--,Campur semua bahan kecuali telur dan isian aduk rata hingga jadi adonan encer--Panaskan teflon oles dengan mentega tipis2--Masukkan sesendok makan telur lalu timpa dengan 1sendok sayur adonan aci goyang2kan teflon hingga adonan rata--Taburi isian (boncabe/serundeng/abon) sesuai selera--Setelah matang gulung dengan tusuk sate dari ujung kiri atas. Tusuk satenya yg agak besar ya biar mudah gulungnya--Ulangi hingga adonan habis...--,/id/resep/3954864-cilung-papeda-telor
Telur dadar isi ikan dan kelapa parut,3 butir telur--100 gr ikan dori--150 gr kelapa parut--secukupnya minyak goreng--Bumbu halus:--2 siung bawang putih--4 siung bawang merah--secukupnya ketumbar--secukupnya merica--secukupnya kaldu ayam bubuk--,"Tumis bumbu halus hingga harum--Masukkan kelapa parut,sangrai sampai agak kecoklatan(msh basah)--Campur ke telur dan ikan dori yg sdh direbus lbh dl,kocok,masukkan kaldu bubuk,goreng.--Siap disajikan--",/id/resep/3988915-telur-dadar-isi-ikan-dan-kelapa-parut
Ayam goreng bawang khas batam,1/2 ekor ayam--2 sdm tepung maizena--1 butir telur--1 bonggol bawang putih--Garam dan kaldu jamur--👉bumbu halus--3 siung bawang merah--5 siung bawang putih--1 ruas kunyit--1 ruas jahe--1/2 sdt lada bubuk--1 sdm ketumbar bubuk--,"Bersih kan ayam, potong kecil2 (sy suka potong agak besar biar ga keras kalo di goreng)--Campurkan bumbu halus, tepung maizena, telur dan garam, kaldu aduk rata bersama ayam lalu Tutup rapat masukan dalam kulkas 1 jam (sy rendam dari malam, biar pagi bisa langsung goreng 😁, bumbu nya meresap sampai tulang2)--Geprek bawang putih dengan kulit nya dan goreng juga dengan kulit nya, angkat dan goreng ayam hingga matang dengan api kecil. Kalo masih ada bumbu nya terkahir di goreng juga ya.--",/id/resep/4351541-ayam-goreng-bawang-khas-batam
95. Lodeh Tempe Kacang Panjang (Recipe Heni Maria),"1 ruas lengkuas, geprak--1 papan tempe, potong kotak--1 ikat kacang panjang, potong pendek--300 ml santan--1/2 sdt garam--1/2 sdt kaldu bubuk--Bumbu Halus :--4 btr bawang merah--3 siung bawang putih--4 bh kemiri--5 bh cabai merah keriting--1 sdt ebi kering--1 ruas lengkuas--","Tumis bumbu halus sampai harum, masukkan lengkuas, tempe dan kacang, aduk rata.--Masukkan santan biarkan hingga mendidih, tambahkan garam, kaldu bubuk, cicipi dan koreksi rasanya, masak hingga semua bahan matang, angkat, sajikan.--Catatan : Sy tempenya di goreng dulu. (Sesuai selera masing2 ya mau digoreng dulu atau langsung di masak)--",/id/resep/3979027-95-lodeh-tempe-kacang-panjang-recipe-heni-maria
Tongseng sapi,1/2 kg daging sapi sengkel/khas dalam (saya pakai sengkel)--3 sdm kecap manis--1 keping gula jawa (hancur kasar)--1/2 bungkus royco sapi--2 batang daun bawang (iris)--2 tomat kecil (iris manjang)--5 cabai rawit hijau (iris)--8 bawang merah (iris)--secukupnya Air--Minyak utk menumis--Bumbu halus:--3 bawang putih--3 kemiri--1 sdt garam--1 sdm biji lada--,"Bersihkan daging potong kecil kecil melawan serat boleh di tumbuk2 pelan agar empuk--Tumis bawang merah yg sudah diiris, setelah setengah layu masukkan bumbu halus. Aduk aduk, lalu masukkan gula jawa aduk terus sampai gula aga meleleh rata.--Lalu masukkan potongan daging. Aduk sampai daging aga berubah warna. Tambahkan air sampai menutup daging. Tutup masak sampai kurang lbh 45menit--Setelah 45menit, masukkan kecap, irisan tomat, daun bawang, cabai rawit, dan royco. Aduk tunggu 5 menit. Matikan api.--Tongseng sapi siap dihidangkan--",/id/resep/4025604-tongseng-sapi
Semur Ayam dan Kentang,"1 kg Ayam potong_potong. Goreng terlebih dahulu--1/2 kg kentang, kupas, potong bulat dan goreng--6 siung bawang putih dihaluskan--3 siung bawang merah dihaluskan--6 sdm kecap manis atau sesuai selera--1/2 sdt merica bubuk--1 sdm saus tiram--Secukupnya garam--Secukupnya gula--1 ruas jahe geprek--Secukupnya air--Minyak untuk menggoreng ayam--",Tumis bumbu halus dan jahe sampai harum. Masukkan ayam dan Kentang serta bumbu lainnya. Masukkan air. Masak sampai ayam matang dan air meresap. Test rasa. Angkat dan sajikan.--,/id/resep/4067098-semur-ayam-dan-kentang
Semur Ayam Rica Rica,1 kg ayam paha dan sayap--10 siung bawang putih--4 siung bawang merah--1 buah tomat--10 buah cabe rawit--1/4 buah jeruk nipis--2 lembar daun salam--2 cm laos--2 bungkus merica bubuk ladaku--1 bungkus masako rasa sapi--1 1/2 sdm garam--100 ml kecap bangau--secukupnya Minyak--secukupnya Air--,"Rebus ayam yang sudah dicuci bersih sampai cukup matang, tambahkan garam--Geprek bawang putih, iris tipis bawang merah tambahkan daun salam dan Laos kemudian tumis sampai layu--Masukan ayam yang sudah direbus, aduk sampai rata--Tambahkan kecap, perasan jeruk nipis, masako dan merica bubuk, aduk sampai rata dan tunggu sampai bumbu kecap meresap.--Tambahkan irisan tomat dan cabe rawit utuh beserta kaldu ayam secukupnya sisa rebusan tadi.--Koreksi rasa, angkat dan sajikan untuk keluarga tercinta ❤ gampang khan? 😊 pasti makannya lahap--",/id/resep/4379278-semur-ayam-rica-rica
Galantin Sapi Goreng,"300 gram daging sapi, giling--50 gram tepung roti--1 butir telur--Bumbu halus :--3 siung bawang putih--1/2 sdt merica bubuk--1/4 sdt pala bubuk--1/2 sdm gula--secukupnya garam--","Campur semua bahan hingga rata--Gulung dalam daun pisang--Kukus hingga matang (cek dengan ditusuk, tidak bergerindil)--Potong - potong--Simpan dalam freezer atau langsung diolah.--",/id/resep/3420021-galantin-sapi-goreng
Udang Balado,1/2 kg udang uk sedang--1 ons cabe merah keriting--10 buah cabe setan--5 bawang merah--2 bawang putih--2 buah tomat uk kecil--1 sdt terasi--secukupnya garam--secukupnya gula--minyak untuk menggoreng--,"Bersihkan udang dengan membuang bagian luarnya lalu cuci bersih--Goreng udang yg sudah dibersihkan hingga berwarna merah--Rebus bumbu yg ingin dihaluskan agar warna sambalnya menjadi lebih merah; cabe keriting, cabe setan, bawang merah, bawang putih dan tomat--Setelah direbus hingga mendidih, haluskan bumbu agar menjadi sambal dan tambahkan terasi, garam dan gula. Koreksi rasa--Goreng sambal hingga harum dan masukan udang yg sudah digoreng lalu aduk hingga rata--Udang balado siap dihidangkan--",/id/resep/4062828-udang-balado
Asam Padeh Ikan Mujair,"6 ekor ikan mujair uk sedang, bersihkan--1 lbr daun kunyit, simpulkan--2 lbr daun jeruk--1 ruas lengkuas, geprek--1 btg serai, geprek--2 bh asam kandis--Bumbu halus:--10 btr cabe merah (sesuai tk kepedasan)--6 siung bawang merah--3 siung bawang putih--1 ruas jahe--2 btr kemiri--600 ml Air--secukupnya Garam dan gula--","Kucuri ikan mujair dg air jeruk nipis, diamkan 15 menit, cuci lg utk mnghilangkan bau amisnya--Masukkan bumbu halus ke wajan, tambahkan air, daun jeruk, kunyit, lengkuas, asam kandis dan serei, aduk rata, masak hingga kuahnya mendidih--Masukkan ikan, tambahkan garam dan gula, masak hingga ikan matang dan bumbu meresap,jgn terlalu sering diaduk agar ikannya tdk hancur. Jgn lupa koreksi rasa--Angkat dan sajikan--",/id/resep/4064026-asam-padeh-ikan-mujair
Brokoli Cah Udang,"500 gr udang ukuran kecil--2 bonggol brokoli--1 buah jeruk nipis--1/2 siung bawang bombay, iris--3 siung bawang putih, cincang--2 sdm saos tiram--1 sdm kecap ikan--Secukupnya garam, gula & lada--1/2 sdm maizena, larutkan--200 ml air--","Cuci bersih udang buang kepalanya, beri perasan jeruk nipis diamkan selama 5 menit, bilas dan tiriskan.--Bersihkan brokoli, potong perkuntum, cuci bersih lalu rebus dg air yg diberi sedikit garam selama 2 menit, angkat lalu bilas dg air dingin dan tiriskan.--Tumis bawang putih dan bawang bombay sampai harum lalu masukkan udang, masak sampai udang berubah warna. Kemudian masukkan air masak sampai mendidih.--Masukkan saos tiram, kecap ikan, garam, gula dan lada, aduk rata koreksi rasa yaa.--Setelah itu masukkan brokoli rebus dan larutan maizena. Aduk sebentar lalu angkat dan siap disajikan.--",/id/resep/3888868-brokoli-cah-udang
Mantao Isi Hoisin Beef,"8 buah Chinese Steamed Buns (Mantao), belah dua vertikal seperti roti burger--Untuk hoisin beef:--350-400 gram daging sapi sukiyaki--2 sdm saus hoisin--1 sdm saus tiram--1/2 sdm madu--1/2 sdt bumbu Ngoh Hiang--1/2 sdt merica bubuk--1/2 buah bawang bombay, potong dadu 1 cm--secukupnya Garam dan black pepper--Saus sambal:--3 buah cabai rawit merah, cacah (boleh ditambah, dikurangi atau tanpa bila tidak mau pedas)--2 siung bawang putih, cacah halus--3-4 sdt daun bawang cacah--1 sdm kecap asin--1 sdm minyak wijen--(Aduk rata)--Bahan pelengkap:--Irisan daun bawang, potong korek api tipis--Daun ketumbar atau daun seledri--Kacang tanah, sangrai dan cacah--","– Campur daging dan semua bahan.. Tutup dan simpan dalam lemari es minimal 2 jam hingga semalaman. – Keluarkan daging dan biarkan sebentar dalam suhu ruangan. – Siapkan saus sambal dan bahan pelengkap. – Siapkan alat pemanggang atau grill, tambahkan sedikit minyak dan panggang daging hingga matang. Tiriskan. – Siapkan alat pengukus, kukus mantao hingga empuk dan panas. – Isi mantao dengan daging, bahan pelengkap dan saus sambal. – Letakkan di atas piring saji dan sajikan. Untuk 8 mantao--",/id/resep/3373360-mantao-isi-hoisin-beef
Gulai Ikan Mas 😘,"500 gr ikan mas segar--1 santan instan 65 ml (cari yg praktis)--Bumbu halus :--4 siung bawang merah--1 siung bawang putih--1/2 sdt kunyit bubuk--1 sdt ketumbar bubuk--Secukupnya garam, gula pasir, penyedap rasa--Pelengkap :--1 cm jahe (keprek)--1 cm lengkuas (keprek)--2 lembar daun salam--2 lembar daun jeruk--","Bersihkan ikan, potong sesuai selera, beti perasan jeruk nipis, diamkan 15 menit. Cuci kembali sampai bersih--Tumis bumbu halus, masukan pelengkap sampai harum..beri secukupnya air, masukan ikan, diamkan sampai air mendidih dan bumbu meresap--Tambahkan santan, masak sampai mendidih (saat masukan santan, kecilkan api supaya santan tdk pecah)--Matikan api, gulai ikan siap dihidangkan--Selamat mencoba 😉😉😍😘--",/id/resep/4025407-gulai-ikan-mas-%F0%9F%98%98
Sate Kambing #Kitaberbagi,1 kg daging kambing (potong2)--Bumbu marinasi :--Secukupnya kecap manis--Secukupnya minyak goreng--1 potong nanas (cincang)--1 buah jeruk nipis--Bumbu kecap :--15 buah cabe rawit--5 buah bawang merah--1 buah tomat--Secukupnya kecap manis--1 buah jeruk nipis--,"Tusuk sate daging kambing yg sudah dipotong2--Campur kecap, minyak, air jeruk nipis, air nanas dan rendam dalam bumbu marinasi daging yg sudah ditusuk sate--Setelah bara api jadi bakar sate daging kambing hingga matang--Siapkan bumbu kecap iris2 cabe, bawang, tomat beri kecap dan air jeruk aduk rata dan sate yg sudah matang siap di sajikan selagi hangat--",/id/resep/3276038-sate-kambing-kitaberbagi
